valid_time,pressure_level,Specific_humidity,number,latitude,longitude,expver
2024-01-09 19:00:00,10.0,3.219363e-06,0,21.22,81.33,0001
2024-01-10 19:00:00,1000.0,0.011937123,0,21.22,81.33,0001
2024-01-10 19:00:00,900.0,0.009440385,0,21.22,81.33,0001
2024-01-10 19:00:00,800.0,0.008965127,0,21.22,81.33,0001
2024-01-10 19:00:00,750.0,0.008189943,0,21.22,81.33,0001
2024-01-10 19:00:00,700.0,0.0074727573,0,21.22,81.33,0001
2024-01-10 19:00:00,600.0,0.003595721,0,21.22,81.33,0001
2024-01-10 19:00:00,500.0,0.0007830176,0,21.22,81.33,0001
2024-01-10 19:00:00,400.0,0.0001010789,0,21.22,81.33,0001
2024-01-10 19:00:00,300.0,4.463081e-05,0,21.22,81.33,0001
2024-01-10 19:00:00,200.0,3.557073e-05,0,21.22,81.33,0001
2024-01-10 19:00:00,150.0,8.879504e-06,0,21.22,81.33,0001
2024-01-10 19:00:00,100.0,2.9253351e-06,0,21.22,81.33,0001
2024-01-10 19:00:00,70.0,2.6484358e-06,0,21.22,81.33,0001
2024-01-10 19:00:00,50.0,3.0740694e-06,0,21.22,81.33,0001
2024-01-10 19:00:00,30.0,2.9157673e-06,0,21.22,81.33,0001
2024-01-10 19:00:00,20.0,2.872399e-06,0,21.22,81.33,0001
2024-01-10 19:00:00,10.0,3.1399104e-06,0,21.22,81.33,0001
2024-01-11 19:00:00,1000.0,0.011454776,0,21.22,81.33,0001
2024-01-11 19:00:00,900.0,0.010256618,0,21.22,81.33,0001
2024-01-11 19:00:00,800.0,0.008111376,0,21.22,81.33,0001
2024-01-11 19:00:00,750.0,0.006805215,0,21.22,81.33,0001
2024-01-11 19:00:00,700.0,0.0038720788,0,21.22,81.33,0001
2024-01-11 19:00:00,600.0,0.00014016879,0,21.22,81.33,0001
2024-01-11 19:00:00,500.0,0.0003700985,0,21.22,81.33,0001
2024-01-11 19:00:00,400.0,0.00010808036,0,21.22,81.33,0001
2024-01-11 19:00:00,300.0,6.624042e-05,0,21.22,81.33,0001
2024-01-11 19:00:00,200.0,1.2527426e-05,0,21.22,81.33,0001
2024-01-11 19:00:00,150.0,5.980569e-06,0,21.22,81.33,0001
2024-01-11 19:00:00,100.0,3.0516321e-06,0,21.22,81.33,0001
2024-01-11 19:00:00,70.0,3.0132096e-06,0,21.22,81.33,0001
2024-01-11 19:00:00,50.0,3.070585e-06,0,21.22,81.33,0001
2024-01-11 19:00:00,30.0,2.9213443e-06,0,21.22,81.33,0001
2024-01-11 19:00:00,20.0,3.0418978e-06,0,21.22,81.33,0001
2024-01-11 19:00:00,10.0,3.077318e-06,0,21.22,81.33,0001
2024-01-12 19:00:00,1000.0,0.010016233,0,21.22,81.33,0001
2024-01-12 19:00:00,900.0,0.009319793,0,21.22,81.33,0001
2024-01-12 19:00:00,800.0,0.0077310763,0,21.22,81.33,0001
2024-01-12 19:00:00,750.0,0.0006069329,0,21.22,81.33,0001
2024-01-12 19:00:00,700.0,0.0005608881,0,21.22,81.33,0001
2024-01-12 19:00:00,600.0,0.000987588,0,21.22,81.33,0001
2024-01-12 19:00:00,500.0,0.00030024094,0,21.22,81.33,0001
2024-01-12 19:00:00,400.0,0.00024652714,0,21.22,81.33,0001
2024-01-12 19:00:00,300.0,4.4297718e-05,0,21.22,81.33,0001
2024-01-12 19:00:00,200.0,9.931375e-06,0,21.22,81.33,0001
2024-01-12 19:00:00,150.0,6.7712563e-06,0,21.22,81.33,0001
2024-01-12 19:00:00,100.0,3.0896244e-06,0,21.22,81.33,0001
2024-01-12 19:00:00,70.0,3.0051579e-06,0,21.22,81.33,0001
2024-01-12 19:00:00,50.0,3.0720412e-06,0,21.22,81.33,0001
2024-01-12 19:00:00,30.0,2.9363891e-06,0,21.22,81.33,0001
2024-01-12 19:00:00,20.0,2.953945e-06,0,21.22,81.33,0001
2024-01-12 19:00:00,10.0,3.1088484e-06,0,21.22,81.33,0001
2024-01-13 19:00:00,1000.0,0.008361489,0,21.22,81.33,0001
