time,isobaricInhPa,latitude_x,longitude_x,temperature,geopotential,specific_humidity,geopotential_height
03-04-2024,800,26.75,84.5,291.72803,19700.387,0.004564636,2008.194393
03-04-2024,700,26.75,84.5,282.98877,30740.098,0.003028248,3133.547197
03-04-2024,600,26.75,84.5,273.1438,43058.832,0.002010404,4389.279511
03-04-2024,500,26.75,84.5,262.89746,57097.02,0.002419188,5820.287462
03-04-2024,400,26.75,84.5,251.04503,73570.56,0.000788176,7499.547401
03-04-2024,300,26.75,84.5,238.22508,93785.44,0.000442661,9560.187564
03-04-2024,200,26.75,84.5,216.75528,120154,4.42E-05,12248.11417
03-04-2024,100,26.75,84.5,205.18306,161727.06,2.52E-06,16485.93884
03-04-2024,70,26.75,84.5,198.89372,182446.69,2.22E-06,18598.0316
03-04-2024,50,26.75,84.5,208.27121,202148.62,2.81E-06,20606.38328
03-04-2024,30,26.75,84.5,215.19424,233071.75,3.07E-06,23758.58818
03-04-2024,20,26.75,84.5,222.15262,258509.31,2.99E-06,26351.61162
03-04-2024,10,26.75,84.5,233.92723,303841.62,3.08E-06,30972.6422
04-04-2024,1000,26.75,84.5,305.57593,433.10156,0.006800123,44.14898675
04-04-2024,925,26.75,84.5,302.71484,7258.2695,0.005663522,739.8847604
04-04-2024,900,26.75,84.5,300.52417,9639.082,0.005673072,982.5771662
04-04-2024,850,26.75,84.5,295.98706,14550.887,0.005666917,1483.270846
04-04-2024,800,26.75,84.5,291.2068,19676.879,0.00558826,2005.798063
04-04-2024,700,26.75,84.5,282.45972,30689.129,0.003052882,3128.35158
04-04-2024,600,26.75,84.5,273.90503,43011.5,0.002072712,4384.454638
04-04-2024,500,26.75,84.5,263.60352,57094.85,0.001878414,5820.066259
04-04-2024,400,26.75,84.5,253.12605,73644,0.001101285,7507.033639
04-04-2024,300,26.75,84.5,236.70195,93918.19,0.000379054,9573.719674
04-04-2024,200,26.75,84.5,218.08728,120370.44,3.09E-05,12270.17737
04-04-2024,100,26.75,84.5,201.9068,161874.69,2.56E-06,16500.98777
04-04-2024,70,26.75,84.5,202.9305,182527.88,2.43E-06,18606.30785
04-04-2024,50,26.75,84.5,209.8772,202384.31,2.85E-06,20630.40877
04-04-2024,30,26.75,84.5,216.41537,233576,3.02E-06,23809.98981
04-04-2024,20,26.75,84.5,223.66675,259111.19,2.95E-06,26412.96534
04-04-2024,10,26.75,84.5,234.71654,304887.62,3.07E-06,31079.26809
05-04-2024,1000,26.75,84.5,304.9397,392.3672,0.006293976,39.99665647
05-04-2024,925,26.75,84.5,302.82715,7205.9766,0.004148686,734.5541896
05-04-2024,900,26.75,84.5,300.64087,9585.609,0.00413152,977.1262997
05-04-2024,850,26.75,84.5,296.06104,14494.656,0.004220973,1477.538838
05-04-2024,800,26.75,84.5,291.27246,19617.438,0.004413706,1999.738838
05-04-2024,700,26.75,84.5,281.53125,30623.426,0.004261524,3121.654027
05-04-2024,600,26.75,84.5,272.16846,42889.434,0.00297896,4372.011621
05-04-2024,500,26.75,84.5,262.44238,56884.93,0.001957966,5798.667686
05-04-2024,400,26.75,84.5,252.15967,73394.56,0.001417552,7481.606524
05-04-2024,300,26.75,84.5,237.958,93606,0.0003496,9541.896024
05-04-2024,200,26.75,84.5,219.44872,120192.625,5.84E-05,12252.05148
05-04-2024,100,26.75,84.5,201.75473,161775.06,2.53E-06,16490.8318
05-04-2024,70,26.75,84.5,202.78358,182581.12,2.51E-06,18611.73496
05-04-2024,50,26.75,84.5,210.01855,202442.25,2.82E-06,20636.31498
05-04-2024,30,26.75,84.5,215.74258,233752.56,3.02E-06,23827.98777
05-04-2024,20,26.75,84.5,223.75941,259448,2.95E-06,26447.29867
05-04-2024,10,26.75,84.5,234.16867,305018.06,2.99E-06,31092.56473
06-04-2024,1000,26.75,84.5,304.48413,451.5078,0.006465637,46.02525994
06-04-2024,925,26.75,84.5,301.552,7251.711,0.00483502,739.216208
06-04-2024,900,26.75,84.5,299.27734,9621.867,0.005029404,980.8223242
06-04-2024,850,26.75,84.5,294.55005,14509.891,0.005410411,1479.091845
06-04-2024,800,26.75,84.5,289.61694,19608.617,0.005463202,1998.839653
06-04-2024,700,26.75,84.5,279.8208,30548.273,0.004394177,3113.99317
06-04-2024,600,26.75,84.5,271.06836,42743.617,0.002130063,4357.147503
06-04-2024,500,26.75,84.5,262.67407,56751.27,0.000532487,5785.042813
06-04-2024,400,26.75,84.5,250.00212,73164.125,0.000463806,7458.116718
06-04-2024,300,26.75,84.5,236.4277,93269.44,9.72E-05,9507.588175
06-04-2024,200,26.75,84.5,222.03922,119809.31,1.27E-05,12212.97757
06-04-2024,100,26.75,84.5,202.68823,161837,2.35E-06,16497.14577
06-04-2024,70,26.75,84.5,204.55681,182620.31,2.76E-06,18615.72987
06-04-2024,50,26.75,84.5,210.86752,202465.94,2.88E-06,20638.72987
06-04-2024,30,26.75,84.5,218.47118,233813.44,3.01E-06,23834.19368
06-04-2024,20,26.75,84.5,221.97478,259491.69,2.95E-06,26451.75229
06-04-2024,10,26.75,84.5,231.77524,304942.62,2.96E-06,31084.87462
07-04-2024,1000,26.75,84.5,303.80713,577.0547,0.005367066,58.82310907
07-04-2024,925,26.75,84.5,301.75928,7368.4023,0.00298431,751.1113456
07-04-2024,900,26.75,84.5,299.5957,9738.195,0.003032948,992.6804281
07-04-2024,850,26.75,84.5,294.85742,14626.273,0.003413464,1490.955454
07-04-2024,800,26.75,84.5,289.79956,19723.86,0.003475259,2010.587156
07-04-2024,700,26.75,84.5,279.15405,30645.605,0.002882585,3123.914883
07-04-2024,600,26.75,84.5,269.66235,42798.715,0.001044177,4362.764016
07-04-2024,500,26.75,84.5,261.31372,56694.016,0.000442292,5779.206524
07-04-2024,400,26.75,84.5,249.04488,73051.31,0.000710293,7446.616718
07-04-2024,300,26.75,84.5,236.32588,93032.81,5.95E-05,9483.466871
07-04-2024,200,26.75,84.5,227.54993,120010.5,7.22E-06,12233.48624
07-04-2024,100,26.75,84.5,201.17569,162459.75,2.18E-06,16560.62691
07-04-2024,70,26.75,84.5,201.23227,182853.5,2.75E-06,18639.50051
07-04-2024,50,26.75,84.5,208.16397,202603.44,2.95E-06,20652.74618
07-04-2024,30,26.75,84.5,216.69595,233522.94,3.11E-06,23804.58104
07-04-2024,20,26.75,84.5,221.93472,259014.12,2.99E-06,26403.07034
07-04-2024,10,26.75,84.5,231.15692,304739.75,2.96E-06,31064.1947
08-04-2024,1000,26.75,84.5,300.80322,701.3086,0.00504485,71.48915392
08-04-2024,925,26.75,84.5,301.35376,7500.0156,0.002717884,764.5275841
08-04-2024,900,26.75,84.5,299.09912,9865.863,0.002726944,1005.694495
08-04-2024,850,26.75,84.5,294.35913,14743.977,0.00273865,1502.953823
08-04-2024,800,26.75,84.5,289.57812,19832.414,0.002286159,2021.652803
08-04-2024,700,26.75,84.5,279.13916,30745.86,0.001834548,3134.134557
08-04-2024,600,26.75,84.5,269.8777,42892.68,0.000299403,4372.342508
08-04-2024,500,26.75,84.5,259.39795,56739.402,0.000162686,5783.833028
08-04-2024,400,26.75,84.5,246.49228,72941.75,6.34E-05,7435.448522
08-04-2024,300,26.75,84.5,232.24478,92667.125,2.41E-05,9446.190112
08-04-2024,200,26.75,84.5,223.16048,118980.125,9.18E-06,12128.45311
08-04-2024,100,26.75,84.5,205.13176,161979.25,2.32E-06,16511.64628
08-04-2024,70,26.75,84.5,201.77031,182688.94,2.72E-06,18622.72579
08-04-2024,50,26.75,84.5,207.21048,202415.62,2.96E-06,20633.60041
08-04-2024,30,26.75,84.5,215.22337,233337.25,3.13E-06,23785.6524
08-04-2024,20,26.75,84.5,225.971,259033.06,3.07E-06,26405.00102
08-04-2024,10,26.75,84.5,231.67957,304618.62,2.98E-06,31051.84709
09-04-2024,1000,26.75,84.5,301.2666,739.0586,0.005395361,75.33726809
09-04-2024,925,26.75,84.5,301.6233,7548.4805,0.002896735,769.4679409
09-04-2024,900,26.75,84.5,299.46216,9916.75,0.002745577,1010.881753
09-04-2024,850,26.75,84.5,294.92847,14802.031,0.002479587,1508.871662
09-04-2024,800,26.75,84.5,290.04224,19899.621,0.002460455,2028.50367
09-04-2024,700,26.75,84.5,279.71997,30830.64,0.002084013,3142.776758
09-04-2024,600,26.75,84.5,269.49536,42989.355,0.001830012,4382.197248
09-04-2024,500,26.75,84.5,259.48682,56841.383,0.000922261,5794.228644
09-04-2024,400,26.75,84.5,246.09761,73043.875,0.000737578,7445.858818
09-04-2024,300,26.75,84.5,230.73387,92714.625,5.32E-05,9451.03211
09-04-2024,200,26.75,84.5,218.34451,118639,7.66E-06,12093.67992
09-04-2024,100,26.75,84.5,208.35957,161508.56,2.40E-06,16463.66565
09-04-2024,70,26.75,84.5,202.83238,182422.19,2.67E-06,18595.53415
09-04-2024,50,26.75,84.5,211.20796,202446.5,2.98E-06,20636.74822
09-04-2024,30,26.75,84.5,216.14198,233596.56,3.10E-06,23812.08563
09-04-2024,20,26.75,84.5,226.10324,259162.44,3.04E-06,26418.1896
09-04-2024,10,26.75,84.5,230.8179,304850.3,2.98E-06,31075.46381
10-04-2024,1000,26.75,84.5,301.14282,820.8125,0.005923344,83.67099898
10-04-2024,925,26.75,84.5,301.7478,7632.1055,0.004271103,777.9924057
10-04-2024,900,26.75,84.5,299.53052,10003.254,0.004202915,1019.699694
10-04-2024,850,26.75,84.5,295.06128,14894.566,0.003917282,1518.304383
10-04-2024,800,26.75,84.5,290.22632,19998.777,0.003603402,2038.611315
10-04-2024,700,26.75,84.5,279.48315,30941.238,0.003485083,3154.050765
10-04-2024,600,26.75,84.5,270.37256,43102.33,0.001414865,4393.713558
10-04-2024,500,26.75,84.5,260.0525,56991.066,0.000739864,5809.48685
10-04-2024,400,26.75,84.5,248.34769,73273,0.000215452,7469.215087
10-04-2024,300,26.75,84.5,234.60481,93158.125,1.71E-05,9496.241081
10-04-2024,200,26.75,84.5,216.22029,119402.94,6.36E-06,12171.55352
10-04-2024,100,26.75,84.5,207.16115,161644.81,2.28E-06,16477.55454
10-04-2024,70,26.75,84.5,201.85251,182588.62,2.56E-06,18612.49949
10-04-2024,50,26.75,84.5,211.1188,202406.06,2.91E-06,20632.62589
10-04-2024,30,26.75,84.5,216.28644,233585.69,3.06E-06,23810.97757
10-04-2024,20,26.75,84.5,225.40904,259315.38,2.95E-06,26433.77982
10-04-2024,10,26.75,84.5,231.71324,304729.38,3.08E-06,31063.13761
11-04-2024,1000,26.75,84.5,299.61475,826.21484,0.00887828,84.22169623
11-04-2024,925,26.75,84.5,301.6023,7609.633,0.004958686,775.701631
11-04-2024,900,26.75,84.5,299.66724,9981.824,0.004743116,1017.515189
11-04-2024,850,26.75,84.5,295.27954,14878.199,0.00451561,1516.635984
11-04-2024,800,26.75,84.5,290.50342,19988.883,0.004336965,2037.602752
11-04-2024,700,26.75,84.5,279.84106,30947.016,0.003956832,3154.639755
11-04-2024,600,26.75,84.5,268.35474,43089.844,0.003163747,4392.440775
11-04-2024,500,26.75,84.5,261.63867,56991.707,0.000836318,5809.552192
11-04-2024,400,26.75,84.5,250.10553,73382.81,0.000286025,7480.408767
11-04-2024,300,26.75,84.5,235.16994,93470.44,2.08E-05,9528.077472
11-04-2024,200,26.75,84.5,213.14159,119501.06,1.46E-05,12181.55556
11-04-2024,100,26.75,84.5,207.39487,161285.06,2.40E-06,16440.88277
11-04-2024,70,26.75,84.5,205.22502,182301.94,2.76E-06,18583.27625
11-04-2024,50,26.75,84.5,211.27919,202408,2.89E-06,20632.82365
11-04-2024,30,26.75,84.5,213.86572,233699.62,3.02E-06,23822.59123
11-04-2024,20,26.75,84.5,224.10423,259152.25,2.95E-06,26417.15087
11-04-2024,10,26.75,84.5,233.35243,304856.56,3.18E-06,31076.10194
12-04-2024,1000,26.75,84.5,299.6333,774.96875,0.010867132,78.99783384
12-04-2024,925,26.75,84.5,300.3684,7558.785,0.007303417,770.5183486
12-04-2024,900,26.75,84.5,298.562,9924.719,0.006688131,1011.694088
12-04-2024,850,26.75,84.5,294.28418,14809.133,0.006362332,1509.595617
12-04-2024,800,26.75,84.5,289.56055,19908.797,0.006194651,2029.439042
12-04-2024,700,26.75,84.5,279.10156,30846.172,0.005341388,3144.360041
12-04-2024,600,26.75,84.5,272.66528,43058.246,0.00068958,4389.219776
12-04-2024,500,26.75,84.5,262.54272,57067.203,0.001205003,5817.248012
12-04-2024,400,26.75,84.5,250.12305,73505.125,0.000907225,7492.877166
12-04-2024,300,26.75,84.5,233.08359,93481.25,0.000245256,9529.179409
12-04-2024,200,26.75,84.5,216.26819,119447.25,1.25E-05,12176.07034
12-04-2024,100,26.75,84.5,204.92935,161459.31,2.75E-06,16458.64526
12-04-2024,70,26.75,84.5,204.8355,182368.31,2.63E-06,18590.04179
12-04-2024,50,26.75,84.5,211.1814,202401.44,2.87E-06,20632.15494
12-04-2024,30,26.75,84.5,216.10936,233733.56,2.99E-06,23826.05097
12-04-2024,20,26.75,84.5,222.85007,259296.81,2.96E-06,26431.88685
12-04-2024,10,26.75,84.5,233.77301,304869.06,3.17E-06,31077.37615
13-04-2024,1000,26.75,84.5,301.73682,844.86255,0.009443371,86.1225841
13-04-2024,925,26.75,84.5,301.42773,7661.508,0.006483166,780.9896024
13-04-2024,900,26.75,84.5,299.22656,10033.379,0.006466953,1022.77054
13-04-2024,850,26.75,84.5,294.69922,14926.379,0.006511239,1521.547299
13-04-2024,800,26.75,84.5,289.7915,20032.398,0.006512594,2042.038532
13-04-2024,700,26.75,84.5,279.3213,30976.07,0.00595425,3157.601427
13-04-2024,600,26.75,84.5,271.62646,43185.85,0.002178436,4402.227319
13-04-2024,500,26.75,84.5,262.8318,57182.45,0.000912988,5828.995923
13-04-2024,400,26.75,84.5,251.49586,73680.75,0.000543048,7510.779817
13-04-2024,300,26.75,84.5,236.05865,93796.25,0.000128252,9561.289501
13-04-2024,200,26.75,84.5,214.715,119937.69,2.84E-05,12226.06422
13-04-2024,100,26.75,84.5,204.77875,161942.69,2.47E-06,16507.91947
13-04-2024,70,26.75,84.5,204.07826,182672.94,2.56E-06,18621.0948
13-04-2024,50,26.75,84.5,210.99466,202719.56,2.90E-06,20664.58308
13-04-2024,30,26.75,84.5,216.76678,234024.31,3.01E-06,23855.68909
13-04-2024,20,26.75,84.5,225.7251,259721.5,2.96E-06,26475.17839
13-04-2024,10,26.75,84.5,234.0018,305454.56,3.08E-06,31137.06014
14-04-2024,1000,26.75,84.5,302.52173,802.1992,0.01032435,81.77361876
14-04-2024,925,26.75,84.5,300.9375,7624.4883,0.0086764,777.2159327
14-04-2024,900,26.75,84.5,298.8081,9995.852,0.00854527,1018.945158
14-04-2024,850,26.75,84.5,294.3938,14888.613,0.00819867,1517.697554
14-04-2024,800,26.75,84.5,289.77637,19995.691,0.00781538,2038.296738
14-04-2024,700,26.75,84.5,280.51514,30968.062,0.006547535,3156.785117
14-04-2024,600,26.75,84.5,272.83862,43245.01,0.00409438,4408.2579
14-04-2024,500,26.75,84.5,265.47754,57344.56,0.001852811,5845.520897
14-04-2024,400,26.75,84.5,254.60966,74022,0.000494875,7545.565749
14-04-2024,300,26.75,84.5,238.1975,94397,0.000346115,9622.528033
14-04-2024,200,26.75,84.5,216.9351,120844.75,3.08E-05,12318.52701
14-04-2024,100,26.75,84.5,203.99606,162307.25,2.93E-06,16545.08155
14-04-2024,70,26.75,84.5,204.90657,182931.25,2.70E-06,18647.4261
14-04-2024,50,26.75,84.5,210.32521,203024,2.85E-06,20695.61672
14-04-2024,30,26.75,84.5,217.43185,234535.81,3.02E-06,23907.82977
14-04-2024,20,26.75,84.5,222.02145,260129.25,2.99E-06,26516.74312
14-04-2024,10,26.75,84.5,231.80185,305656.3,3.13E-06,31157.62487
15-04-2024,1000,26.75,84.5,304.99658,597.35156,0.009997606,60.89210601
15-04-2024,925,26.75,84.5,301.92334,7425.4805,0.008198252,756.9297146
15-04-2024,900,26.75,84.5,300.0371,9804.988,0.007945979,999.4890928
15-04-2024,850,26.75,84.5,295.73608,14717.727,0.007866178,1500.277982
15-04-2024,800,26.75,84.5,291.19287,19848.047,0.007620968,2023.246381
15-04-2024,700,26.75,84.5,282.8103,30886.242,0.005868793,3148.444648
15-04-2024,600,26.75,84.5,274.62476,43251.562,0.004375507,4408.92579
15-04-2024,500,26.75,84.5,266.88892,57444.77,0.002459409,5855.735984
15-04-2024,400,26.75,84.5,254.86417,74210.44,0.001339612,7564.77472
15-04-2024,300,26.75,84.5,238.13461,94585.875,0.000212724,9641.781346
15-04-2024,200,26.75,84.5,216.7021,121003.06,3.87E-05,12334.66463
15-04-2024,100,26.75,84.5,203.43697,162719.38,1.99E-06,16587.09276
15-04-2024,70,26.75,84.5,199.45644,183200.31,2.50E-06,18674.85321
15-04-2024,50,26.75,84.5,209.5607,203090.44,2.88E-06,20702.3894
15-04-2024,30,26.75,84.5,216.72879,234510.81,3.01E-06,23905.28135
15-04-2024,20,26.75,84.5,223.10507,260096.62,2.98E-06,26513.41692
15-04-2024,10,26.75,84.5,231.59886,305224.44,3.11E-06,31113.60245
16-04-2024,1000,26.75,84.5,305.49243,316.83594,0.007775545,32.29724159
16-04-2024,925,26.75,84.5,301.80933,7128.215,0.00630641,726.627421
16-04-2024,900,26.75,84.5,300.0664,9504.551,0.005876303,968.8635066
16-04-2024,850,26.75,84.5,296.07715,14413.328,0.005314441,1469.248522
16-04-2024,800,26.75,84.5,291.67676,19541.441,0.004366953,1991.991947
16-04-2024,700,26.75,84.5,283.32324,30575.879,0.002595912,3116.807238
16-04-2024,600,26.75,84.5,275.13232,42951.645,0.001211034,4378.353211
16-04-2024,500,26.75,84.5,265.35498,57095.383,0.000433507,5820.120591
16-04-2024,400,26.75,84.5,255.39597,73774.31,5.39E-05,7520.317023
16-04-2024,300,26.75,84.5,238.1155,94184.81,0.000251109,9600.898063
16-04-2024,200,26.75,84.5,217.73087,120601.06,2.35E-05,12293.68603
16-04-2024,100,26.75,84.5,203.44237,162557.5,2.59E-06,16570.59123
16-04-2024,70,26.75,84.5,200.19905,182994.38,2.47E-06,18653.86137
16-04-2024,50,26.75,84.5,209.2593,202827.75,2.97E-06,20675.61162
16-04-2024,30,26.75,84.5,216.02841,234039.25,3.03E-06,23857.21203
16-04-2024,20,26.75,84.5,222.32222,259559.56,3.08E-06,26458.67074
16-04-2024,10,26.75,84.5,232.97356,304793.06,3.13E-06,31069.62895
17-04-2024,1000,26.75,84.5,304.3213,305.3103,0.004413188,31.12235474
17-04-2024,925,26.75,84.5,301.70142,7091.6484,0.004474107,722.8999388
17-04-2024,900,26.75,84.5,299.7539,9464.305,0.004593536,964.7609582
17-04-2024,850,26.75,84.5,295.5244,14363.3125,0.004820051,1464.150102
17-04-2024,800,26.75,84.5,291.4973,19483.82,0.004333053,1986.118247
17-04-2024,700,26.75,84.5,284.81592,30539.465,0.001413048,3113.095311
17-04-2024,600,26.75,84.5,277.37598,42998.47,0.000631978,4383.126402
17-04-2024,500,26.75,84.5,267.7207,57264.746,0.001780051,5837.384913
17-04-2024,400,26.75,84.5,256.75885,74080.19,0.000406698,7551.497452
17-04-2024,300,26.75,84.5,240.4966,94618.56,0.000133917,9645.11315
17-04-2024,200,26.75,84.5,218.62843,121324.81,4.74E-05,12367.46279
17-04-2024,100,26.75,84.5,201.82327,162432.12,4.02E-06,16557.8104
17-04-2024,70,26.75,84.5,201.06177,182990.56,2.57E-06,18653.47197
17-04-2024,50,26.75,84.5,210.20709,202940.88,2.98E-06,20687.14373
17-04-2024,30,26.75,84.5,216.87128,234116.38,3.02E-06,23865.07441
17-04-2024,20,26.75,84.5,222.45505,259685.62,3.05E-06,26471.5209
17-04-2024,10,26.75,84.5,232.28722,305105.2,3.17E-06,31101.4475
18-04-2024,1000,26.75,84.5,305.2942,144.13086,0.008317875,14.69223853
18-04-2024,925,26.75,84.5,302.3999,6954.039,0.006987023,708.8724771
18-04-2024,900,26.75,84.5,300.45386,9335.613,0.007045197,951.6425076
18-04-2024,850,26.75,84.5,296.3396,14254.4375,0.006832735,1453.051733
18-04-2024,800,26.75,84.5,291.8357,19392.324,0.006410481,1976.791437
18-04-2024,700,26.75,84.5,283.2749,30442.805,0.004689266,3103.2421
18-04-2024,600,26.75,84.5,276.5598,42837.316,0.001843291,4366.698879
18-04-2024,500,26.75,84.5,268.55225,57136.277,0.000370414,5824.289195
18-04-2024,400,26.75,84.5,254.82216,73900.875,0.001240402,7533.218654
18-04-2024,300,26.75,84.5,239.07292,94307.31,0.00023616,9613.385321
18-04-2024,200,26.75,84.5,220.91289,121049.06,3.64E-05,12339.35372
18-04-2024,100,26.75,84.5,199.73648,162475.62,2.87E-06,16562.24465
18-04-2024,70,26.75,84.5,202.33257,183036.69,2.72E-06,18658.17431
18-04-2024,50,26.75,84.5,211.4076,202988.06,2.97E-06,20691.95311
18-04-2024,30,26.75,84.5,217.64127,234403.19,3.05E-06,23894.31091
18-04-2024,20,26.75,84.5,221.77428,260050.25,2.99E-06,26508.69011
18-04-2024,10,26.75,84.5,236.27542,305815.8,3.19E-06,31173.88379
19-04-2024,1000,26.75,84.5,307.63965,-68.59888,0.00649873,-6.992750255
19-04-2024,925,26.75,84.5,304.04785,6774.3047,0.006121489,690.5509378
19-04-2024,900,26.75,84.5,302.51562,9169.324,0.005902222,934.6915392
19-04-2024,850,26.75,84.5,298.61792,14120.023,0.005142252,1439.349949
19-04-2024,800,26.75,84.5,294.7202,19296.48,0.00439583,1967.021407
19-04-2024,700,26.75,84.5,285.87744,30447.18,0.002022176,3103.688073
19-04-2024,600,26.75,84.5,276.00366,42882.656,0.001162378,4371.320693
19-04-2024,500,26.75,84.5,266.27856,57081.55,0.000295443,5818.710499
19-04-2024,400,26.75,84.5,253.17706,73728,0.000134027,7515.59633
19-04-2024,300,26.75,84.5,236.06705,93910.875,7.50E-05,9572.974006
19-04-2024,200,26.75,84.5,220.17131,120402.56,1.64E-05,12273.45158
19-04-2024,100,26.75,84.5,202.78123,162413.44,2.56E-06,16555.90622
19-04-2024,70,26.75,84.5,204.04114,182965.62,2.73E-06,18650.92966
19-04-2024,50,26.75,84.5,211.24753,202923,2.96E-06,20685.3211
19-04-2024,30,26.75,84.5,218.87729,234412.56,3.05E-06,23895.26606
19-04-2024,20,26.75,84.5,224.34418,260219.94,2.99E-06,26525.98777
19-04-2024,10,26.75,84.5,232.9979,305678.94,3.08E-06,31159.93272
20-04-2024,1000,26.75,84.5,307.34204,89.98828,0.004838098,9.173117227
20-04-2024,925,26.75,84.5,304.38745,6933.1484,0.003515887,706.7429562
20-04-2024,900,26.75,84.5,301.9319,9323.301,0.003611008,950.3874618
20-04-2024,850,26.75,84.5,297.47144,14253.07,0.003948949,1452.912334
20-04-2024,800,26.75,84.5,292.99634,19403.52,0.004335144,1977.932722
20-04-2024,700,26.75,84.5,284.70435,30483.176,0.000640077,3107.35739
20-04-2024,600,26.75,84.5,275.19434,42872.887,0.000152875,4370.324873
20-04-2024,500,26.75,84.5,264.74585,56999.344,0.000182552,5810.330683
20-04-2024,400,26.75,84.5,253.87614,73602.44,0.000478407,7502.797146
20-04-2024,300,26.75,84.5,239.11029,93954.125,0.000497412,9577.382773
20-04-2024,200,26.75,84.5,219.43605,120579.75,3.16E-05,12291.51376
20-04-2024,100,26.75,84.5,203.37233,162439.38,2.52E-06,16558.55046
20-04-2024,70,26.75,84.5,201.23795,183016.31,2.70E-06,18656.09684
20-04-2024,50,26.75,84.5,210.32721,202809.62,2.93E-06,20673.76351
20-04-2024,30,26.75,84.5,216.02959,234228.25,3.05E-06,23876.47808
20-04-2024,20,26.75,84.5,224.60625,259872.88,3.07E-06,26490.60958
20-04-2024,10,26.75,84.5,231.33472,305274.3,3.11E-06,31118.68502
21-04-2024,1000,26.75,84.5,306.2566,184.47266,0.006928551,18.8045525
21-04-2024,925,26.75,84.5,302.2141,7004.297,0.006070244,713.9956167
21-04-2024,900,26.75,84.5,300.51953,9383.777,0.005525696,956.5521916
21-04-2024,850,26.75,84.5,296.53613,14299.859,0.00537159,1457.681855
21-04-2024,800,26.75,84.5,292.82422,19442.684,0.004999365,1981.924975
21-04-2024,700,26.75,84.5,287.38818,30605.219,0.002728467,3119.798063
21-04-2024,600,26.75,84.5,276.06958,43089.215,0.002694902,4392.376656
21-04-2024,500,26.75,84.5,264.40674,57241.65,0.002343105,5835.030581
21-04-2024,400,26.75,84.5,252.45944,73800.84,0.001470474,7523.021407
21-04-2024,300,26.75,84.5,237.43823,94024.875,0.000406015,9584.594801
21-04-2024,200,26.75,84.5,219.56033,120486.56,3.58E-05,12282.01427
21-04-2024,100,26.75,84.5,201.65892,162588.06,2.80E-06,16573.70642
21-04-2024,70,26.75,84.5,200.53516,183061.06,2.57E-06,18660.65851
21-04-2024,50,26.75,84.5,210.47127,202859.31,2.89E-06,20678.82875
21-04-2024,30,26.75,84.5,214.17586,234020.81,3.03E-06,23855.33231
21-04-2024,20,26.75,84.5,222.75801,259437,3.09E-06,26446.17737
21-04-2024,10,26.75,84.5,231.04144,304461.3,3.13E-06,31035.8104
22-04-2024,1000,26.75,84.5,305.90527,286.3567,0.005780553,29.19028542
22-04-2024,925,26.75,84.5,303.30664,7114.758,0.004615617,725.2556575
22-04-2024,900,26.75,84.5,301.031,9498.973,0.005029098,968.2949032
22-04-2024,850,26.75,84.5,296.34277,14417.555,0.00580678,1469.679409
22-04-2024,800,26.75,84.5,291.35864,19548.098,0.005749124,1992.67054
22-04-2024,700,26.75,84.5,282.4536,30560.879,0.001921786,3115.278186
22-04-2024,600,26.75,84.5,273.2578,42871.21,0.001160938,4370.153925
22-04-2024,500,26.75,84.5,264.32788,56947.5,0.000599073,5805.045872
22-04-2024,400,26.75,84.5,251.98306,73480.53,6.38E-05,7490.370031
22-04-2024,300,26.75,84.5,236.24994,93642.5,0.000124077,9545.616718
22-04-2024,200,26.75,84.5,220.5124,120058.19,2.29E-05,12238.3476
22-04-2024,100,26.75,84.5,204.17738,162835.25,1.98E-06,16598.90418
22-04-2024,70,26.75,84.5,199.10562,183201,2.34E-06,18674.92355
22-04-2024,50,26.75,84.5,207.93597,202883.62,2.88E-06,20681.30683
22-04-2024,30,26.75,84.5,214.78632,234061.12,3.02E-06,23859.44139
22-04-2024,20,26.75,84.5,221.4389,259516.12,3.02E-06,26454.24261
22-04-2024,10,26.75,84.5,230.7159,304495.12,3.14E-06,31039.2579
23-04-2024,1000,26.75,84.5,306.28687,205.19946,0.005958412,20.91737615
23-04-2024,925,26.75,84.5,303.00635,7028.3086,0.004820678,716.4432824
23-04-2024,900,26.75,84.5,300.72412,9410.391,0.004962299,959.2651376
23-04-2024,850,26.75,84.5,296.15234,14324.258,0.005176876,1460.169011
23-04-2024,800,26.75,84.5,291.1621,19450.117,0.005259374,1982.682671
23-04-2024,700,26.75,84.5,281.46753,30450.344,0.003625538,3104.010601
23-04-2024,600,26.75,84.5,272.0625,42708.785,0.001412206,4353.59684
23-04-2024,500,26.75,84.5,263.48535,56714.832,0.000760014,5781.32844
23-04-2024,400,26.75,84.5,251.05144,73237.875,0.000140809,7465.634557
23-04-2024,300,26.75,84.5,236.44644,93329.625,1.97E-05,9513.723242
23-04-2024,200,26.75,84.5,225.38112,120215.625,7.81E-06,12254.39602
23-04-2024,100,26.75,84.5,202.66336,162780.19,1.60E-06,16593.29154
23-04-2024,70,26.75,84.5,198.99057,183219.62,2.41E-06,18676.82161
23-04-2024,50,26.75,84.5,209.11691,202915.12,2.87E-06,20684.51784
23-04-2024,30,26.75,84.5,214.51175,234006.81,3.03E-06,23853.9052
23-04-2024,20,26.75,84.5,223.02812,259547.62,3.03E-06,26457.45362
23-04-2024,10,26.75,84.5,234.0553,304703.44,3.13E-06,31060.49337
